LocationAbbr,LocationDesc,Topic,Indicator,Data_Value_Type,Data_Value,Break_Out_Category,Break_Out,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.5,Gender,Female,T3,NS003,Crude,BOC02,GEN02,59
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,15.5,Age,75+,T3,NS003,Crude,BOC03,AGE08,9004
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,12.1,Age,35+,T1,NS001,Crude,BOC03,AGE07,9003
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.8,Race,Non-Hispanic White,T3,NS003,Crude,BOC04,RAC01,59
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.8,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,59
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.0,Age,35+,T6,NS004,Crude,BOC03,AGE07,9004
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Age,25-44,T6,NS004,Crude,BOC03,AGE04,9001
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.6,Overall,Overall,T6,NS004,Crude,BOC01,OVR01,59
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,,Age,18-24,T4,NS002,Crude,BOC03,AGE01,9001
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Other,T6,NS004,Crude,BOC04,RAC07,59
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,4.1,Gender,Male,T3,NS003,AgeStdz,BOC02,GEN01,9001
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.2,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,2.1,Race,Non-Hispanic White,T3,NS003,AgeStdz,BOC04,RAC01,9004
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.0,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9004
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,4.4,Race,Non-Hispanic Black,T4,NS002,Crude,BOC04,RAC02,59
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Hispanic,T6,NS004,Crude,BOC04,RAC04,9001
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T6,NS004,AgeStdz,BOC04,RAC02,9004
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.8,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,4.7,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9003
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.6,Gender,Female,T6,NS004,Crude,BOC02,GEN02,9002
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,6.1,Age,35+,T4,NS002,Crude,BOC03,AGE07,59
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Other,T6,NS004,Crude,BOC04,RAC07,59
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,2.7,Age,25-44,T1,NS001,Crude,BOC03,AGE04,9003
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,3.4,Overall,Overall,T3,NS003,AgeStdz,BOC01,OVR01,9001
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,4.8,Race,Hispanic,T1,NS001,Crude,BOC04,RAC04,9003
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.0,Overall,Overall,T6,NS004,Crude,BOC01,OVR01,9003
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.7,Gender,Male,T1,NS001,Crude,BOC02,GEN01,59
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,7.1,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9001
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.6,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9002
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.6,Age,45-64,T1,NS001,Crude,BOC03,AGE05,59
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,5.8,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9001
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Age,18-24,T3,NS003,Crude,BOC03,AGE01,9001
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T3,NS003,Crude,BOC04,RAC03,59
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,,Race,Other,T4,NS002,Crude,BOC04,RAC07,9001
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.1,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9002
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,2.5,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,59
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,4.5,Gender,Male,T3,NS003,Crude,BOC02,GEN01,59
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,9004
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,8.9,Gender,Male,T1,NS001,Crude,BOC02,GEN01,59
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.4,Gender,Female,T6,NS004,Crude,BOC02,GEN02,9004
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,9.3,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9002
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.4,Race,Non-Hispanic White,T6,NS004,Crude,BOC04,RAC01,9001
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.8,Gender,Male,T6,NS004,Crude,BOC02,GEN01,9002
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.0,Overall,Overall,T4,NS002,Crude,BOC01,OVR01,9002
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,3.6,Race,Non-Hispanic Asian,T1,NS001,Crude,BOC04,RAC03,9003
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,0.8,Age,25-44,T6,NS004,Crude,BOC03,AGE04,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,,Race,Hispanic,T4,NS002,AgeStdz,BOC04,RAC04,9002
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,0.5,Age,25-44,T6,NS004,Crude,BOC03,AGE04,59
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.4,Race,Non-Hispanic White,T6,NS004,Crude,BOC04,RAC01,9002
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.4,Age,45-64,T6,NS004,Crude,BOC03,AGE05,9003
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.8,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9002
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,2.2,Gender,Female,T3,NS003,AgeStdz,BOC02,GEN02,9002
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.6,Race,Hispanic,T4,NS002,Crude,BOC04,RAC04,9001
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,3.2,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9003
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.8,Age,35+,T6,NS004,Crude,BOC03,AGE07,59
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,12.8,Age,65+,T3,NS003,Crude,BOC03,AGE06,9001
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,2.8,Race,Non-Hispanic White,T3,NS003,AgeStdz,BOC04,RAC01,9001
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,5.3,Age,35+,T3,NS003,Crude,BOC03,AGE07,9002
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.4,Age,35+,T6,NS004,Crude,BOC03,AGE07,9001
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.1,Race,Non-Hispanic White,T6,NS004,Crude,BOC04,RAC01,9001
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,5.7,Gender,Female,T1,NS001,AgeStdz,BOC02,GEN02,9001
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.2,Race,Non-Hispanic Black,T4,NS002,Crude,BOC04,RAC02,9003
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,10.3,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9003
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.2,Race,Non-Hispanic Black,T6,NS004,Crude,BOC04,RAC02,9003
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,5.6,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9001
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.0,Race,Non-Hispanic White,T1,NS001,Crude,BOC04,RAC01,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,5.4,Gender,Male,T4,NS002,AgeStdz,BOC02,GEN01,9003
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.3,Age,35+,T6,NS004,Crude,BOC03,AGE07,9004
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,5.9,Age,35+,T3,NS003,Crude,BOC03,AGE07,9003
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,7.0,Race,Non-Hispanic White,T1,NS001,AgeStdz,BOC04,RAC01,9001
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.5,Overall,Overall,T3,NS003,Crude,BOC01,OVR01,9004
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,5.7,Race,Other,T1,NS001,Crude,BOC04,RAC07,9004
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,6.0,Gender,Male,T4,NS002,AgeStdz,BOC02,GEN01,9002
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T1,NS001,AgeStdz,BOC04,RAC03,9003
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,2.4,Age,45-64,T3,NS003,Crude,BOC03,AGE05,9001
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T6,NS004,AgeStdz,BOC04,RAC02,9004
US,United States,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,6.0,Race,Other,T3,NS003,AgeStdz,BOC04,RAC07,59
NRE,Northeast,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,3.1,Race,Non-Hispanic Black,T6,NS004,Crude,BOC04,RAC02,9001
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,5.7,Race,Hispanic,T1,NS001,Crude,BOC04,RAC04,9003
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,6.8,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9004
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,11.7,Age,75+,T3,NS003,Crude,BOC03,AGE08,9003
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,28.7,Age,75+,T1,NS001,Crude,BOC03,AGE08,9003
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,6.4,Race,Non-Hispanic White,T4,NS002,Crude,BOC04,RAC01,9002
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.3,Overall,Overall,T6,NS004,AgeStdz,BOC01,OVR01,9002
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,9.1,Race,Non-Hispanic Black,T1,NS001,AgeStdz,BOC04,RAC02,9003
NRE,Northeast,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,6.7,Race,Hispanic,T1,NS001,Crude,BOC04,RAC04,9001
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,9.9,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9003
US,United States,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Age-Standardized,6.4,Gender,Female,T1,NS001,AgeStdz,BOC02,GEN02,59
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,2.8,Gender,Female,T4,NS002,Crude,BOC02,GEN02,9004
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,5.2,Race,Non-Hispanic White,T4,NS002,AgeStdz,BOC04,RAC01,9003
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Black,T3,NS003,Crude,BOC04,RAC02,9004
MDW,Midwest,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Age,18-24,T3,NS003,Crude,BOC03,AGE01,9002
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,2.0,Race,Non-Hispanic White,T6,NS004,Crude,BOC04,RAC01,9002
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.5,Gender,Male,T6,NS004,AgeStdz,BOC02,GEN01,59
US,United States,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.6,Gender,Male,T4,NS002,Crude,BOC02,GEN01,59
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Age,18-24,T6,NS004,Crude,BOC03,AGE01,59
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T4,NS002,AgeStdz,BOC04,RAC03,9002
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.7,Gender,Male,T4,NS002,Crude,BOC02,GEN01,9001
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,1.3,Age,25-44,T1,NS001,Crude,BOC03,AGE04,9004
US,United States,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,1.8,Race,Non-Hispanic Asian,T6,NS004,AgeStdz,BOC04,RAC03,59
NRE,Northeast,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,,Race,Non-Hispanic Black,T3,NS003,Crude,BOC04,RAC02,9001
SOU,South,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Crude,9.9,Race,Other,T3,NS003,Crude,BOC04,RAC07,9003
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.4,Overall,Overall,T4,NS002,AgeStdz,BOC01,OVR01,9004
SOU,South,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,2.3,Age,25-44,T1,NS001,Crude,BOC03,AGE04,9003
SOU,South,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,3.1,Gender,Female,T4,NS002,AgeStdz,BOC02,GEN02,9003
MDW,Midwest,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.4,Race,Non-Hispanic White,T6,NS004,AgeStdz,BOC04,RAC01,9002
MDW,Midwest,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Age-Standardized,,Race,Other,T4,NS002,AgeStdz,BOC04,RAC07,9002
MDW,Midwest,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,10.4,Gender,Male,T1,NS001,Crude,BOC02,GEN01,9002
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,3.8,Race,Non-Hispanic Asian,T1,NS001,Crude,BOC04,RAC03,9004
WEST,West,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+); NHIS,Age-Standardized,1.8,Gender,Female,T3,NS003,AgeStdz,BOC02,GEN02,9004
WEST,West,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (18+); NHIS,Crude,7.4,Race,Non-Hispanic White,T1,NS001,Crude,BOC04,RAC01,9004
WEST,West,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,3.5,Gender,Male,T4,NS002,Crude,BOC02,GEN01,9004
WEST,West,Stroke,Prevalence of stroke among US adults (18+); NHIS,Age-Standardized,2.9,Race,Non-Hispanic Black,T6,NS004,AgeStdz,BOC04,RAC02,9004
SOU,South,Stroke,Prevalence of stroke among US adults (18+); NHIS,Crude,,Race,Other,T6,NS004,Crude,BOC04,RAC07,9003
NRE,Northeast,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (18+); NHIS,Crude,5.6,Age,35+,T4,NS002,Crude,BOC03,AGE07,9001
