LocationAbbr,LocationDesc,Topic,Indicator,Data_Value_Type,Data_Value,Break_Out_Category,Break_Out,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,40.1,Age,35+,T14,NS011,Crude,BOC03,AGE07,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS012,AgeStdz,BOC04,RAC03,9004
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,41.1,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,59
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,27.2,Race,Non-Hispanic White,T14,NS011,AgeStdz,BOC04,RAC01,9001
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,35+,T9,NS012,Crude,BOC03,AGE07,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS012,AgeStdz,BOC04,RAC03,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS012,AgeStdz,BOC04,RAC01,9003
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,27.9,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,9002
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,31.7,Race,Other,T15,NS010,AgeStdz,BOC04,RAC07,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,34.0,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9004
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,12.3,Overall,Overall,T15,NS010,Crude,BOC01,OVR01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,21.7,Gender,Male,T15,NS010,Crude,BOC02,GEN01,9002
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,28.6,Race,Other,T15,NS010,Crude,BOC04,RAC07,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,65+,T9,NS012,Crude,BOC03,AGE06,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,18-24,T9,NS013,Crude,BOC03,AGE01,59
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,24.4,Race,Non-Hispanic White,T15,NS010,AgeStdz,BOC04,RAC01,59
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.1,Race,Other,T15,NS010,Crude,BOC04,RAC07,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Overall,Overall,T9,NS012,Crude,BOC01,OVR01,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Gender,Male,T9,NS012,Crude,BOC02,GEN01,9004
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,46.3,Race,Non-Hispanic Black,T14,NS011,Crude,BOC04,RAC02,9003
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,33.2,Race,Other,T15,NS010,AgeStdz,BOC04,RAC07,9002
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,24.9,Race,Other,T15,NS010,Crude,BOC04,RAC07,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,92.1,Age,45-64,T9,NS012,Crude,BOC03,AGE05,9002
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,96.0,Age,75+,T9,NS012,Crude,BOC03,AGE08,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,91.8,Overall,Overall,T9,NS012,AgeStdz,BOC01,OVR01,59
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.3,Age,45-64,T15,NS010,Crude,BOC03,AGE05,9001
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Other,T9,NS012,AgeStdz,BOC04,RAC07,9003
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,37.7,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,75+,T9,NS012,Crude,BOC03,AGE08,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,94.7,Gender,Female,T9,NS012,AgeStdz,BOC02,GEN02,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,93.9,Age,45-64,T9,NS012,Crude,BOC03,AGE05,9001
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,9.7,Race,Non-Hispanic Asian,T15,NS010,AgeStdz,BOC04,RAC03,9004
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,20.2,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9003
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,63.6,Age,75+,T14,NS011,Crude,BOC03,AGE08,9003
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,21.9,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,90.4,Age,25-44,T9,NS013,Crude,BOC03,AGE04,59
WEST,West,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,31.5,Age,18-24,T14,NS011,Crude,BOC03,AGE01,9004
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,20.9,Race,Hispanic,T15,NS010,Crude,BOC04,RAC04,9002
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,23.6,Age,25-44,T14,NS011,Crude,BOC03,AGE04,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,86.6,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9002
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,51.4,Race,Hispanic,T14,NS011,AgeStdz,BOC04,RAC04,9001
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,9.5,Age,65+,T15,NS010,Crude,BOC03,AGE06,9002
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.7,Age,45-64,T15,NS010,Crude,BOC03,AGE05,59
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,29.7,Race,Other,T14,NS011,AgeStdz,BOC04,RAC07,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,59
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,10.1,Race,Non-Hispanic Asian,T15,NS010,Crude,BOC04,RAC03,9002
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,14.3,Race,Non-Hispanic Asian,T15,NS010,AgeStdz,BOC04,RAC03,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,95.0,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9002
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,20.8,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,75+,T9,NS012,Crude,BOC03,AGE08,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Overall,Overall,T9,NS012,AgeStdz,BOC01,OVR01,59
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,21.1,Race,Non-Hispanic White,T15,NS010,Crude,BOC04,RAC01,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,65+,T9,NS012,Crude,BOC03,AGE06,9003
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,9.3,Age,65+,T15,NS010,Crude,BOC03,AGE06,9003
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,20.3,Age,35+,T15,NS010,Crude,BOC03,AGE07,9002
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,27.1,Gender,Male,T14,NS011,AgeStdz,BOC02,GEN01,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS012,AgeStdz,BOC04,RAC04,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Gender,Male,T9,NS012,Crude,BOC02,GEN01,59
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,26.2,Race,Non-Hispanic White,T14,NS011,AgeStdz,BOC04,RAC01,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,87.9,Race,Other,T9,NS012,Crude,BOC04,RAC07,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Age-Standardized,88.3,Race,Non-Hispanic Asian,T9,NS012,AgeStdz,BOC04,RAC03,9002
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,20.0,Race,Hispanic,T15,NS010,AgeStdz,BOC04,RAC04,9001
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,18.4,Race,Non-Hispanic Black,T15,NS010,AgeStdz,BOC04,RAC02,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,92.8,Age,25-44,T9,NS012,Crude,BOC03,AGE04,9002
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,24.2,Age,25-44,T14,NS011,Crude,BOC03,AGE04,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Gender,Male,T9,NS012,Crude,BOC02,GEN01,9001
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,20.2,Race,Other,T14,NS011,Crude,BOC04,RAC07,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Race,Hispanic,T9,NS012,Crude,BOC04,RAC04,9003
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,27.1,Race,Non-Hispanic Asian,T14,NS011,AgeStdz,BOC04,RAC03,59
MDW,Midwest,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,27.1,Gender,Male,T15,NS010,AgeStdz,BOC02,GEN01,9002
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,53.8,Age,65+,T14,NS011,Crude,BOC03,AGE06,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years and can state whether their blood pressure was normal or high (18+); NHIS,Crude,,Age,45-64,T9,NS012,Crude,BOC03,AGE05,59
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,15.9,Race,Hispanic,T15,NS010,AgeStdz,BOC04,RAC04,59
SOU,South,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,21.0,Race,Non-Hispanic Black,T15,NS010,AgeStdz,BOC04,RAC02,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,59
SOU,South,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,41.2,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,9004
NRE,Northeast,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,34.7,Overall,Overall,T14,NS011,AgeStdz,BOC01,OVR01,9001
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Age-Standardized,15.7,Gender,Female,T15,NS010,AgeStdz,BOC02,GEN02,59
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,27.3,Gender,Male,T14,NS011,Crude,BOC02,GEN01,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,65+,T9,NS013,Crude,BOC03,AGE06,9004
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,33.7,Overall,Overall,T14,NS011,Crude,BOC01,OVR01,9002
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,18.6,Age,18-24,T14,NS011,Crude,BOC03,AGE01,9002
MDW,Midwest,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Age-Standardized,33.8,Race,Hispanic,T14,NS011,AgeStdz,BOC04,RAC04,9002
NRE,Northeast,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,22.2,Age,45-64,T15,NS010,Crude,BOC03,AGE05,9001
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,17.3,Gender,Female,T15,NS010,Crude,BOC02,GEN02,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS013,Crude,BOC04,RAC01,9004
US,United States,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,21.8,Age,45-64,T15,NS010,Crude,BOC03,AGE05,59
WEST,West,Smoking,Prevalence of current smoking among US adults (18+); NHIS,Crude,20.2,Race,Non-Hispanic Black,T15,NS010,Crude,BOC04,RAC02,9004
